[INFO] 2015-07-20 01:49:55.041 	 [AI] Generation 16 started processing simulations.
[INFO] 2015-07-20 01:49:55.12 	 [AI] Generation 16 finished processing simulations.
[INFO] 2015-07-20 01:49:55.121 	 [AI] Generation 16 successfully evaluated.
[INFO] 2015-07-20 01:49:55.121 	 [AI] Generation: #16 Best specimen: ID [16000326] evaluation = -996 values: 5/9/5
[INFO] 2015-07-20 01:50:01.123 	 [AI] Creating new generation.
[INFO] 2015-07-20 01:50:01.123 	 [AI] Generation 17 added to sandbox.
[INFO] 2015-07-20 01:50:01.123 	 [AI] Generation 17 initiated.
[INFO] 2015-07-20 01:50:01.123 	 [AI] Generation 17 started processing simulations.
[INFO] 2015-07-20 01:50:01.198 	 [AI] Generation 17 finished processing simulations.
[INFO] 2015-07-20 01:50:01.199 	 [AI] Generation 17 successfully evaluated.
[INFO] 2015-07-20 01:50:01.199 	 [AI] Generation: #17 Best specimen: ID [17000343] evaluation = -996 values: 5/9/5
[INFO] 2015-07-20 01:50:07.201 	 [AI] Creating new generation.
[INFO] 2015-07-20 01:50:07.201 	 [AI] Generation 18 added to sandbox.
[INFO] 2015-07-20 01:50:07.201 	 [AI] Generation 18 initiated.
[INFO] 2015-07-20 01:50:07.201 	 [AI] Generation 18 started processing simulations.
[INFO] 2015-07-20 01:50:07.273 	 [AI] Generation 18 finished processing simulations.
[INFO] 2015-07-20 01:50:07.274 	 [AI] Generation 18 successfully evaluated.
[INFO] 2015-07-20 01:50:07.274 	 [AI] Generation: #18 Best specimen: ID [18000362] evaluation = -996 values: 5/9/5
[INFO] 2015-07-20 01:50:13.276 	 [AI] Creating new generation.
[INFO] 2015-07-20 01:50:13.276 	 [AI] Generation 19 added to sandbox.
[INFO] 2015-07-20 01:50:13.276 	 [AI] Generation 19 initiated.
[INFO] 2015-07-20 01:50:13.276 	 [AI] Generation 19 started processing simulations.
[INFO] 2015-07-20 01:50:13.35 	 [AI] Generation 19 finished processing simulations.
[INFO] 2015-07-20 01:50:13.35 	 [AI] Generation 19 successfully evaluated.
